PJME_MW,hour,dayofweek,quarter,month,year,dayofyear,weekofmonth,weekofyear
29056.0,11,5,4,11,2004,311,6,45
27562.0,18,3,2,4,2016,105,14,15
37690.0,13,4,4,12,2003,339,5,49
30442.0,13,3,1,2,2018,46,15,7
21073.0,2,6,4,10,2012,295,21,42
27035.0,11,5,2,5,2002,124,4,18
34663.0,11,6,4,12,2004,361,26,52
28958.0,5,5,4,12,2008,348,13,50
30093.0,7,1,1,3,2002,85,26,13
36903.0,22,0,2,5,2004,131,10,20
24588.0,6,6,1,1,2002,27,27,4
24309.0,7,6,2,4,2008,97,6,14
30345.0,2,2,2,6,2005,159,8,23
27066.0,18,6,2,4,2007,119,29,17
29882.0,15,0,2,5,2017,142,22,21
32713.0,23,2,1,1,2005,5,5,1
27066.0,1,6,4,12,2002,349,15,50
32686.0,9,3,1,3,2011,76,17,11
22380.0,5,3,2,5,2010,140,20,20
40358.0,7,4,1,1,2004,23,23,4
37691.0,9,1,3,7,2018,205,24,30
35768.0,21,3,4,12,2004,365,30,53
40130.0,23,6,3,8,2006,218,6,31
28765.0,3,3,4,12,2002,339,5,49
33317.0,3,5,1,1,2004,17,17,3
32526.0,22,2,3,9,2006,270,27,39
27560.0,5,3,3,8,2011,237,25,34
38071.0,11,4,2,5,2016,148,27,21
29267.0,0,4,1,1,2008,11,11,2
21214.0,6,5,4,10,2014,284,11,41
27613.0,1,2,1,1,2017,25,25,4
36007.0,7,1,4,12,2003,350,16,51
30055.0,3,4,1,3,2003,66,7,10
34069.0,19,1,1,3,2015,69,10,11
27112.0,11,6,4,10,2007,287,14,41
29504.0,1,0,1,3,2014,76,17,12
41827.0,14,5,3,7,2017,182,1,26
39075.0,22,1,4,12,2010,341,7,49
38947.0,15,4,1,2,2007,40,9,6
38233.0,18,6,4,12,2010,339,5,48
26810.0,4,2,3,7,2016,202,20,29
35125.0,7,3,3,7,2017,201,20,29
21431.0,4,4,3,9,2017,272,29,39
36678.0,20,5,1,2,2003,39,8,6
24092.0,7,6,4,11,2014,313,9,45
33798.0,3,6,3,7,2008,202,20,29
31999.0,21,0,2,4,2006,107,17,16
35153.0,18,3,1,2,2006,54,23,8
44269.0,13,3,3,7,2016,203,21,29
23273.0,0,0,1,3,2016,88,28,13
28206.0,21,5,2,5,2011,134,14,19
36155.0,12,4,4,12,2002,340,6,49
39551.0,9,2,3,9,2012,249,5,36
31842.0,12,5,3,9,2015,255,12,37
29030.0,14,5,1,3,2005,85,26,12
38878.0,12,1,2,5,2004,132,11,20
33715.0,10,5,1,2,2013,54,23,8
31443.0,21,2,4,10,2017,277,4,40
21559.0,5,5,2,6,2004,157,5,23
37270.0,20,0,3,9,2012,247,3,36
31786.0,15,3,4,10,2002,297,24,43
27302.0,4,2,4,11,2008,331,26,48
24514.0,3,1,3,9,2016,250,6,36
32756.0,11,3,3,9,2002,269,26,39
29584.0,1,3,1,2,2004,50,19,8
31601.0,15,0,2,4,2006,93,3,14
38444.0,9,0,1,1,2004,12,12,3
34870.0,16,2,3,8,2013,226,14,33
28561.0,4,2,3,7,2005,187,6,27
28101.0,23,2,4,10,2004,280,6,41
37179.0,9,1,1,2,2003,56,25,9
32480.0,19,2,4,10,2013,303,30,44
22655.0,4,4,2,4,2014,115,25,17
46152.0,19,4,2,6,2010,155,4,22
41065.0,0,5,3,7,2008,201,19,29
32179.0,8,2,2,6,2017,172,21,25
35691.0,11,3,3,8,2015,225,13,33
30586.0,14,2,4,11,2012,326,21,47
31246.0,21,6,1,1,2017,1,1,52
43463.0,18,2,3,7,2006,186,5,27
33027.0,6,2,1,1,2008,23,23,4
45088.0,15,2,3,9,2005,257,14,37
30551.0,13,5,2,4,2006,98,8,14
32863.0,11,4,3,9,2002,270,27,39
36569.0,21,2,1,2,2010,55,24,8
30799.0,12,0,2,4,2013,119,29,18
27297.0,18,5,4,10,2017,287,14,41
34985.0,18,6,4,12,2014,348,14,50
34687.0,15,1,1,1,2007,16,16,3
31284.0,16,2,4,10,2009,280,7,41
32317.0,10,2,4,11,2002,317,13,46
41245.0,11,2,3,7,2013,205,24,30
32275.0,21,3,2,6,2005,153,2,22
29446.0,4,3,3,7,2007,207,26,30
31019.0,16,6,1,1,2008,13,13,2
31966.0,20,5,1,3,2017,77,18,11
32057.0,7,1,4,11,2004,314,9,46
32183.0,12,6,1,3,2014,61,2,9
53689.0,15,4,3,7,2011,210,29,30
31908.0,15,1,2,5,2005,137,17,20
26557.0,1,5,1,1,2002,26,26,4
34584.0,16,1,1,2,2003,49,18,8
23572.0,4,3,2,6,2012,166,14,24
25578.0,0,3,2,4,2014,100,10,15
29517.0,22,1,3,8,2017,241,29,35
26454.0,3,1,1,2,2012,38,7,6
23138.0,7,5,4,10,2012,280,6,40
37960.0,23,3,2,6,2014,177,26,26
22905.0,5,2,2,5,2012,137,16,20
24449.0,4,5,4,11,2002,327,23,47
30621.0,16,0,4,10,2011,276,3,40
43413.0,8,3,1,1,2013,24,24,4
29798.0,7,3,3,9,2006,257,14,37
26443.0,2,0,3,8,2014,223,11,33
29145.0,10,4,2,5,2018,131,11,19
22843.0,5,6,1,3,2014,89,30,13
35913.0,14,3,1,2,2013,52,21,8
41271.0,22,0,3,8,2009,215,3,32
38339.0,16,4,1,1,2004,30,30,5
32351.0,8,1,4,11,2011,305,1,44
27398.0,7,4,4,10,2009,282,9,41
27450.0,2,0,1,2,2018,50,19,8
38944.0,18,2,1,2,2018,38,7,6
37938.0,22,6,3,7,2008,188,6,27
48231.0,19,6,3,8,2002,216,4,31
41223.0,18,3,3,9,2015,260,17,38
27309.0,5,0,2,6,2006,177,26,26
38335.0,8,2,1,2,2006,39,8,6
30719.0,7,4,4,12,2012,356,21,51
41327.0,9,1,3,7,2010,201,20,29
32697.0,9,5,2,6,2018,181,30,26
33539.0,20,5,1,2,2016,37,6,5
21853.0,7,6,2,6,2015,179,28,26
36900.0,22,1,1,2,2013,36,5,6
35099.0,11,4,1,3,2011,63,4,9
31822.0,3,3,1,3,2017,75,16,11
36240.0,7,2,1,3,2015,84,25,13
34769.0,20,6,1,2,2008,48,17,7
26192.0,6,2,1,3,2002,86,27,13
29700.0,6,3,4,12,2016,343,8,49
39255.0,22,0,3,9,2002,252,9,37
24294.0,5,2,1,3,2014,71,12,11
30151.0,12,6,1,3,2004,74,14,11
37505.0,21,2,1,2,2005,54,23,8
30346.0,5,5,3,8,2004,234,21,34
29138.0,15,1,2,4,2018,100,10,15
30759.0,8,1,2,6,2006,157,6,23
48700.0,20,5,3,7,2013,201,20,29
33603.0,0,4,1,2,2010,57,26,8
36581.0,19,6,4,12,2017,344,10,49
25921.0,4,3,2,5,2007,151,31,22
34699.0,23,2,2,6,2015,175,24,26
23311.0,4,5,4,10,2007,293,20,42
38423.0,23,0,2,6,2016,172,20,25
37011.0,2,4,3,7,2002,186,5,27
33279.0,11,1,2,5,2007,135,15,20
28642.0,12,6,1,3,2002,76,17,11
38457.0,16,5,3,7,2005,190,9,27
38136.0,10,4,1,2,2017,41,10,6
29766.0,11,3,2,5,2017,145,25,21
25412.0,12,2,4,10,2012,305,31,44
41448.0,21,3,1,1,2008,24,24,4
36420.0,18,6,4,12,2011,345,11,49
25726.0,0,2,2,5,2005,145,25,21
29322.0,0,0,1,3,2015,68,9,11
31709.0,14,2,1,3,2010,69,10,10
21537.0,7,5,2,5,2003,144,24,21
33656.0,12,3,2,5,2018,151,31,22
32732.0,13,4,1,2,2006,34,3,5
24837.0,4,4,3,7,2011,182,1,26
42041.0,16,0,3,7,2004,201,19,30
25716.0,0,1,4,10,2011,277,4,40
31448.0,9,3,2,5,2018,151,31,22
54053.0,15,5,3,7,2012,189,7,27
38582.0,15,1,3,9,2008,253,9,37
51800.0,14,0,3,8,2006,219,7,32
23571.0,3,4,4,12,2011,350,16,50
30138.0,22,3,2,5,2013,129,9,19
27829.0,5,3,3,8,2003,219,7,32
27340.0,9,5,4,10,2005,295,22,42
25307.0,5,5,1,3,2006,84,25,12
28890.0,6,4,1,1,2008,11,11,2
45825.0,20,1,3,7,2008,197,15,29
33307.0,16,0,4,11,2006,317,13,46
30206.0,20,4,2,4,2011,112,22,16
23426.0,1,6,2,4,2011,107,17,15
35675.0,10,2,3,7,2009,182,1,27
27584.0,15,5,2,5,2014,151,31,22
34608.0,15,4,1,2,2018,40,9,6
35312.0,9,3,4,10,2008,304,30,44
33005.0,19,0,4,11,2014,328,24,48
36898.0,11,0,2,5,2004,138,17,21
30556.0,19,2,2,5,2004,126,5,19
30329.0,10,4,4,10,2012,286,12,41
38827.0,11,0,1,1,2012,16,16,3
28342.0,1,0,4,12,2016,347,12,50
20096.0,5,6,2,5,2014,124,4,18
26831.0,23,1,4,11,2015,314,10,46
30206.0,7,3,4,11,2004,323,18,47
28183.0,1,5,3,8,2008,222,9,32
33117.0,9,0,2,6,2016,158,6,23
34795.0,11,1,1,3,2008,71,11,11
29956.0,4,2,3,9,2015,252,9,37
28835.0,0,4,2,6,2014,164,13,24
35330.0,12,6,3,8,2009,242,30,35
26345.0,0,2,4,11,2003,316,12,46
25004.0,5,5,4,11,2010,324,20,46
24214.0,5,4,3,9,2006,244,1,35
22329.0,3,1,2,5,2011,137,17,20
35827.0,10,3,4,11,2014,324,20,47
30152.0,13,6,1,3,2011,86,27,12
33077.0,22,3,4,12,2011,349,15,50
35110.0,10,6,4,12,2008,356,21,51
40026.0,9,4,3,8,2008,214,1,31
31160.0,8,3,2,6,2006,166,15,24
41007.0,12,0,3,7,2018,204,23,30
36512.0,14,1,1,2,2009,55,24,9
33110.0,13,2,4,11,2007,325,21,47
35116.0,14,1,2,6,2009,167,16,25
43797.0,12,2,3,7,2002,198,17,29
26079.0,10,5,4,11,2015,311,7,45
36054.0,13,1,4,12,2014,343,9,50
22510.0,4,2,3,9,2005,271,28,39
31561.0,8,3,2,6,2009,162,11,24
26518.0,3,1,1,3,2011,74,15,11
46217.0,21,4,1,2,2015,51,20,8
31757.0,0,1,4,12,2014,343,9,50
31036.0,0,6,3,7,2017,190,9,27
33106.0,9,5,2,6,2007,153,2,22
26784.0,16,6,4,10,2005,289,16,41
38256.0,18,6,1,1,2015,11,11,2
39280.0,19,1,4,12,2008,337,2,49
36584.0,14,1,1,1,2016,5,5,1
33419.0,21,2,4,10,2004,294,20,43
27783.0,1,4,1,2,2011,56,25,8
27783.0,2,5,1,3,2010,65,6,9
34242.0,17,2,4,11,2011,334,30,48
32307.0,14,2,4,12,2004,336,1,49
20519.0,4,6,4,10,2016,297,23,42
33766.0,20,6,3,9,2014,264,21,38
33567.0,8,5,3,8,2007,216,4,31
32849.0,14,6,2,6,2007,175,24,25
20830.0,5,0,2,4,2002,119,29,18
25377.0,0,3,2,5,2002,129,9,19
29890.0,4,3,1,1,2015,1,1,1
20149.0,5,6,3,9,2017,246,3,35
30758.0,0,3,1,1,2006,5,5,1
30389.0,9,5,3,8,2012,238,25,34
27137.0,1,6,3,7,2009,200,19,29
31351.0,21,4,4,10,2004,289,15,42
33789.0,8,2,3,8,2005,229,17,33
42631.0,19,1,4,12,2004,356,21,52
27980.0,10,6,1,3,2002,76,17,11
41864.0,12,1,3,8,2005,228,16,33
29925.0,8,0,4,10,2013,294,21,43
36290.0,23,0,3,7,2018,190,9,28
32514.0,20,3,2,5,2015,127,7,19
32415.0,15,3,4,10,2008,304,30,44
31281.0,0,1,1,1,2003,7,7,2
34128.0,7,0,4,12,2003,356,22,52
50138.0,14,4,3,7,2016,190,8,27
25036.0,3,5,1,1,2006,21,21,3
25827.0,6,5,3,8,2008,243,30,35
32428.0,7,1,3,7,2002,190,9,28
21520.0,5,1,3,9,2013,260,17,38
30052.0,9,3,4,11,2017,327,23,47
22158.0,3,1,4,10,2017,304,31,44
20782.0,7,6,2,4,2002,118,28,17
22791.0,1,0,3,9,2015,271,28,40
21292.0,8,6,3,9,2002,272,29,39
41764.0,21,3,2,6,2009,176,25,26
22194.0,5,6,2,4,2012,92,1,13
20600.0,4,4,1,3,2016,85,25,12
32380.0,23,4,4,10,2007,292,19,42
33861.0,16,6,3,9,2006,253,10,36
29892.0,8,0,4,10,2005,276,3,40
44783.0,21,3,3,7,2009,197,16,29
32040.0,5,4,1,3,2014,66,7,10
44630.0,17,3,3,8,2008,227,14,33
29280.0,7,2,2,4,2004,105,14,16
32168.0,14,3,2,5,2015,127,7,19
26020.0,2,0,4,11,2016,326,21,47
25011.0,23,6,2,6,2018,154,3,22
39553.0,9,4,3,8,2003,227,15,33
28954.0,7,2,4,12,2015,336,2,49
22096.0,4,2,2,4,2015,98,8,15
29612.0,0,2,1,2,2017,46,15,7
27055.0,18,4,2,4,2012,97,6,14
28544.0,23,5,2,4,2018,97,7,14
25406.0,19,5,2,5,2017,126,6,18
30040.0,0,5,2,6,2003,165,14,24
26742.0,7,4,2,5,2003,129,9,19
33165.0,23,5,2,6,2003,165,14,24
28673.0,21,6,2,5,2006,141,21,20
24959.0,4,2,1,3,2010,90,31,13
38149.0,9,4,4,12,2007,355,21,51
34644.0,21,4,1,1,2017,27,27,4
42816.0,17,0,3,8,2013,238,26,35
38967.0,18,2,1,1,2012,18,18,3
36484.0,18,2,1,2,2016,48,17,7
26227.0,1,0,2,5,2009,145,25,22
24988.0,6,3,2,4,2010,105,15,15
29446.0,6,2,4,12,2015,343,9,50
27564.0,0,0,1,3,2002,70,11,11
40132.0,15,4,3,7,2006,188,7,27
22118.0,4,2,4,11,2004,308,3,45
33587.0,22,5,1,1,2010,23,23,3
31867.0,17,1,2,4,2006,115,25,17
23850.0,1,2,2,4,2004,112,21,17
33171.0,15,6,4,11,2013,328,24,47
32340.0,13,2,4,10,2008,296,22,43
30957.0,12,2,2,4,2016,97,6,14
27860.0,9,6,4,11,2006,323,19,46
29721.0,22,6,1,1,2018,28,28,4
29402.0,2,2,4,12,2002,345,11,50
28780.0,5,6,3,8,2011,219,7,31
48408.0,20,3,2,6,2010,175,24,25
31223.0,22,5,1,1,2012,28,28,4
29274.0,11,4,4,10,2013,291,18,42
25943.0,11,6,3,9,2004,263,19,38
34289.0,22,6,4,12,2017,344,10,49
34881.0,21,0,2,4,2007,113,23,17
22526.0,1,2,2,5,2016,125,4,18
20029.0,6,6,2,5,2002,125,5,18
24168.0,14,6,2,5,2013,146,26,21
32887.0,13,1,1,2,2005,46,15,7
42138.0,18,0,3,7,2013,182,1,27
33515.0,8,1,1,1,2014,14,14,3
33211.0,23,0,1,2,2010,53,22,8
34412.0,22,4,1,3,2002,81,22,12
25304.0,1,6,3,8,2017,218,6,31
52967.0,18,2,3,7,2006,207,26,30
33900.0,22,4,1,3,2004,79,19,12
24439.0,1,5,3,9,2003,256,13,37
43779.0,12,2,3,7,2011,208,27,30
29628.0,1,0,3,7,2006,205,24,30
27978.0,13,5,4,11,2011,316,12,45
24194.0,4,4,3,8,2004,219,6,32
31031.0,12,1,4,11,2011,305,1,44
38124.0,10,2,4,12,2013,352,18,51
34003.0,11,4,4,12,2004,359,24,52
30590.0,15,4,1,2,2002,39,8,6
35871.0,9,6,1,2,2004,32,1,5
31278.0,14,0,2,5,2005,122,2,18
27656.0,4,5,1,3,2015,80,21,12
39451.0,13,0,1,1,2013,28,28,5
38153.0,17,0,1,2,2007,50,19,8
27710.0,5,3,1,2,2017,33,2,5
39041.0,8,2,1,2,2010,48,17,7
29560.0,8,0,3,7,2009,187,6,28
31212.0,4,3,1,1,2008,24,24,4
22617.0,1,1,2,5,2013,127,7,19
26372.0,0,6,4,11,2016,332,27,47
31629.0,12,0,2,5,2006,142,22,21
28717.0,7,2,2,6,2006,165,14,24
26243.0,1,5,1,3,2002,61,2,9
36232.0,20,2,4,10,2007,290,17,42
35968.0,3,2,1,2,2015,49,18,8
28440.0,10,5,4,10,2006,280,7,40
29487.0,23,3,2,4,2011,118,28,17
27904.0,2,1,1,2,2002,43,12,7
41948.0,12,1,3,8,2004,223,10,33
28105.0,22,5,2,5,2018,132,12,19
25543.0,0,1,2,5,2005,130,10,19
28005.0,13,4,4,10,2017,293,20,42
27685.0,0,2,2,6,2017,179,28,26
34812.0,18,2,1,3,2006,67,8,10
19939.0,5,6,3,9,2014,257,14,37
28779.0,18,2,2,4,2014,99,9,15
35850.0,9,3,3,7,2003,198,17,29
39976.0,18,3,4,12,2012,362,27,52
29703.0,14,6,2,6,2015,179,28,26
30312.0,6,2,1,3,2004,77,17,12
33231.0,19,6,1,3,2005,72,13,10
38663.0,10,3,3,8,2009,239,27,35
34918.0,23,1,1,2,2015,41,10,7
28483.0,23,1,4,12,2002,365,31,1
34095.0,11,6,2,6,2008,174,22,25
40032.0,22,6,3,8,2009,235,23,34
42010.0,11,1,1,2,2015,55,24,9
33927.0,18,3,1,2,2013,45,14,7
31576.0,12,4,2,4,2018,96,6,14
42615.0,11,6,3,8,2012,218,5,31
30724.0,19,5,4,11,2016,331,26,47
34485.0,16,5,1,1,2008,26,26,4
26943.0,19,6,2,5,2011,121,1,17
27915.0,0,0,3,9,2004,257,13,38
34726.0,10,2,3,7,2009,196,15,29
31149.0,7,2,4,12,2008,345,10,50
22552.0,5,4,2,4,2011,105,15,15
41801.0,20,5,4,12,2009,353,19,51
31942.0,21,2,4,10,2011,278,5,40
22948.0,3,6,3,9,2006,260,17,37
36235.0,2,4,1,1,2009,16,16,3
21575.0,5,4,2,5,2014,129,9,19
26355.0,3,3,1,3,2007,81,22,12
28934.0,4,5,1,1,2013,19,19,3
29235.0,23,5,1,3,2006,84,25,12
26576.0,2,2,4,11,2015,329,25,48
33507.0,20,3,4,10,2004,302,28,44
37153.0,12,4,3,9,2007,264,21,38
38099.0,9,1,2,6,2010,152,1,22
37736.0,21,0,2,5,2004,131,10,20
35503.0,3,2,1,1,2013,23,23,4
31391.0,3,3,3,8,2003,226,14,33
22039.0,3,2,1,2,2018,52,21,8
33551.0,23,3,3,9,2004,267,23,39
35097.0,14,3,3,7,2013,206,25,30
28654.0,10,5,2,4,2011,113,23,16
27142.0,0,6,4,11,2002,328,24,47
30644.0,1,1,4,12,2005,340,6,49
29840.0,18,6,4,11,2002,314,10,45
38838.0,14,0,2,5,2015,138,18,21
46586.0,21,2,3,7,2014,204,23,30
23691.0,1,5,2,5,2008,145,24,21
21456.0,5,3,2,4,2016,119,28,17
28857.0,13,6,1,3,2014,68,9,10
41783.0,17,5,3,7,2015,206,25,30
26191.0,3,3,2,6,2018,179,28,26
26695.0,19,6,4,10,2017,274,1,39
32827.0,16,1,4,12,2014,357,23,52
33504.0,7,3,4,12,2002,346,12,50
30417.0,20,5,1,3,2013,68,9,10
24762.0,0,6,4,10,2012,288,14,41
46537.0,9,4,1,1,2018,5,5,1
30372.0,21,3,4,11,2017,306,2,44
26397.0,6,3,4,11,2007,319,15,46
32241.0,20,5,1,3,2012,70,10,10
31642.0,8,3,2,6,2007,172,21,25
31549.0,22,5,3,9,2002,250,7,36
21058.0,3,5,2,4,2018,118,28,17
25191.0,12,6,2,5,2002,125,5,18
24045.0,5,4,2,4,2016,99,8,14
31885.0,16,3,1,3,2007,81,22,12
30707.0,11,3,4,10,2013,297,24,43
25515.0,2,3,2,6,2009,162,11,24
30689.0,21,0,2,5,2002,147,27,22
28389.0,1,0,3,7,2018,211,30,31
35158.0,8,3,1,2,2017,33,2,5
35864.0,22,3,4,12,2010,336,2,48
40987.0,20,2,4,12,2010,356,22,51
32456.0,14,0,1,2,2016,39,8,6
27807.0,1,5,1,3,2017,77,18,11
37863.0,11,2,2,6,2004,175,23,26
29623.0,7,1,4,10,2015,300,27,44
36884.0,22,1,4,12,2003,343,9,50
32972.0,19,2,1,1,2003,1,1,1
41608.0,18,3,1,1,2007,25,25,4
35595.0,8,0,3,7,2007,211,30,31
33556.0,7,2,4,12,2014,344,10,50
23795.0,6,1,4,10,2011,291,18,42
44371.0,19,0,1,1,2011,24,24,4
31510.0,8,5,2,6,2010,156,5,22
36679.0,22,0,1,2,2010,46,15,7
26012.0,4,3,3,8,2017,215,3,31
29491.0,22,5,4,10,2004,276,2,40
31023.0,3,2,1,2,2009,56,25,9
30947.0,9,4,4,10,2013,277,4,40
35767.0,0,3,3,7,2010,196,15,28
21915.0,8,6,4,10,2003,285,12,41
40724.0,4,0,1,2,2015,47,16,8
21489.0,3,2,1,3,2012,81,21,12
40857.0,14,4,3,8,2010,225,13,32
29821.0,5,5,3,7,2013,187,6,27
35576.0,18,2,1,2,2004,56,25,9
31243.0,12,5,1,3,2009,73,14,11
26382.0,22,6,4,10,2014,285,12,41
43944.0,16,2,3,8,2014,232,20,34
32062.0,19,4,2,5,2003,122,2,18
35609.0,23,1,1,1,2005,25,25,4
39238.0,17,2,4,12,2012,361,26,52
23048.0,1,5,2,5,2012,140,19,20
24198.0,6,5,3,7,2014,200,19,29
35237.0,17,4,4,10,2012,279,5,40
33363.0,13,1,1,2,2012,52,21,8
32253.0,12,0,4,11,2009,334,30,49
35104.0,14,0,2,6,2015,180,29,27
27856.0,10,5,4,10,2009,304,31,44
30339.0,9,1,4,11,2016,320,15,46
30128.0,6,1,3,7,2002,183,2,27
24710.0,2,6,1,1,2012,1,1,52
27170.0,23,3,4,10,2012,299,25,43
22477.0,4,2,4,11,2005,320,16,46
27670.0,22,5,4,10,2003,291,18,42
35352.0,11,0,1,3,2005,87,28,13
22165.0,2,2,2,6,2003,155,4,23
33089.0,12,3,1,3,2004,71,11,11
39369.0,13,3,4,12,2017,362,28,52
41722.0,15,6,2,6,2013,153,2,22
28668.0,22,4,4,10,2016,295,21,42
38753.0,23,1,1,3,2007,65,6,10
30275.0,0,5,3,9,2006,252,9,36
30263.0,0,4,3,9,2004,261,17,38
24922.0,9,5,4,11,2015,311,7,45
34488.0,6,3,4,12,2013,353,19,51
26025.0,7,0,2,6,2012,170,18,25
44713.0,15,0,3,8,2003,223,11,33
26436.0,1,0,1,1,2013,7,7,2
37127.0,13,0,4,10,2017,282,9,41
31551.0,17,2,2,5,2018,136,16,20
34936.0,14,0,2,5,2014,132,12,20
45461.0,19,6,1,1,2018,7,7,1
37214.0,15,0,4,12,2005,339,5,49
38935.0,20,3,4,12,2012,362,27,52
36806.0,15,4,4,12,2005,343,9,49
31052.0,8,2,4,10,2008,289,15,42
36376.0,20,1,1,3,2012,66,6,10
25848.0,1,6,4,11,2012,323,18,46
25916.0,5,2,3,9,2007,255,12,37
43491.0,21,1,3,8,2007,240,28,35
32010.0,16,5,1,1,2003,4,4,1
36749.0,13,0,1,2,2003,48,17,8
45086.0,20,2,2,5,2010,146,26,21
34100.0,10,4,2,6,2010,162,11,23
28807.0,23,2,3,9,2008,268,24,39
21503.0,3,5,3,9,2011,260,17,37
33417.0,19,5,3,8,2014,214,2,31
24499.0,8,6,2,5,2010,122,2,17
33811.0,12,0,1,1,2008,7,7,2
31891.0,16,0,1,3,2011,73,14,11
23772.0,4,5,4,10,2009,290,17,42
53895.0,14,4,3,7,2006,202,21,29
25028.0,8,5,3,9,2002,271,28,39
34327.0,13,3,4,12,2002,346,12,50
26386.0,9,5,2,4,2004,108,17,16
30433.0,17,4,4,10,2011,280,7,40
32177.0,21,2,2,5,2008,142,21,21
23679.0,1,5,2,5,2002,138,18,20
30515.0,18,3,4,10,2012,292,18,42
31732.0,16,1,4,10,2009,300,27,44
26094.0,4,6,1,3,2008,83,23,12
41930.0,8,2,3,7,2010,188,7,27
39018.0,21,4,1,3,2007,75,16,11
23504.0,4,0,2,6,2004,180,28,27
44124.0,18,5,3,9,2012,245,1,35
36449.0,14,6,2,6,2017,176,25,25
29631.0,8,5,2,6,2013,152,1,22
41767.0,16,6,3,9,2017,267,24,38
21944.0,3,2,3,9,2012,256,12,37
34625.0,6,5,4,12,2017,364,30,52
39554.0,6,4,1,1,2009,16,16,3
36306.0,18,3,1,2,2011,55,24,8
24330.0,6,2,3,9,2009,245,2,36
37277.0,14,1,1,1,2008,15,15,3
25294.0,17,5,2,4,2004,101,10,15
23940.0,5,2,4,11,2006,312,8,45
31018.0,16,5,1,1,2006,14,14,2
28684.0,13,5,2,5,2014,130,10,19
23109.0,4,1,4,11,2011,312,8,45
33251.0,9,3,3,8,2008,234,21,34
26342.0,7,0,2,5,2009,138,18,21
30685.0,23,5,4,10,2013,278,5,40
31018.0,9,3,2,5,2007,123,3,18
49585.0,13,0,3,7,2012,198,16,29
25128.0,6,2,4,10,2009,294,21,43
22476.0,5,4,2,5,2009,142,22,21
21553.0,2,6,2,4,2011,114,24,16
31629.0,9,3,3,9,2002,269,26,39
25859.0,2,5,1,2,2004,52,21,8
24094.0,6,5,3,9,2011,246,3,35
34817.0,10,3,3,9,2011,251,8,36
22901.0,3,1,4,10,2006,290,17,42
37394.0,21,4,3,8,2006,223,11,32
48953.0,18,6,3,8,2012,218,5,31
27112.0,14,6,2,6,2004,158,6,23
28850.0,7,3,3,9,2012,271,27,39
26935.0,9,6,4,11,2016,332,27,47
31404.0,14,1,3,9,2003,273,30,40
35742.0,0,4,3,7,2018,208,27,30
31927.0,10,2,2,4,2011,103,13,15
29221.0,10,5,4,10,2007,293,20,42
33892.0,20,2,4,10,2008,282,8,41
26920.0,14,6,4,11,2015,333,29,48
33074.0,20,2,4,10,2007,304,31,44
45190.0,19,5,3,8,2016,219,6,31
41337.0,18,1,2,5,2013,141,21,21
29737.0,3,4,2,6,2004,170,18,25
21324.0,4,2,2,4,2014,113,23,17
45178.0,20,3,1,1,2008,3,3,1
25068.0,6,4,4,12,2013,340,6,49
31982.0,23,1,3,9,2009,258,15,38
25609.0,3,6,2,5,2015,151,31,22
29790.0,19,1,2,5,2003,126,6,19
31570.0,7,0,3,7,2012,184,2,27
31390.0,14,0,4,10,2004,292,18,43
29391.0,6,2,3,9,2004,252,8,37
42991.0,16,2,3,7,2015,182,1,27
30625.0,9,0,2,4,2006,114,24,17
31556.0,18,3,2,4,2004,120,29,18
34064.0,13,0,4,12,2011,353,19,51
29411.0,19,5,4,11,2017,329,25,47
30654.0,0,5,1,2,2004,45,14,7
31162.0,16,5,4,11,2014,333,29,48
34322.0,17,3,4,12,2009,358,24,52
32118.0,7,3,1,3,2015,71,12,11
37961.0,19,3,3,9,2006,250,7,36
29517.0,2,2,3,8,2012,228,15,33
22537.0,6,4,2,6,2017,160,9,23
23277.0,2,3,4,10,2002,297,24,43
28857.0,3,2,1,2,2006,39,8,6
35788.0,7,1,1,2,2011,46,15,7
21982.0,4,6,4,11,2004,312,7,45
35706.0,13,0,4,12,2006,338,4,49
40480.0,0,5,3,8,2007,216,4,31
32586.0,10,5,1,2,2013,47,16,7
30080.0,0,3,3,9,2003,247,4,36
23168.0,5,2,4,10,2008,275,1,40
28336.0,7,2,3,9,2005,271,28,39
38289.0,22,0,1,2,2016,46,15,7
31637.0,18,3,4,10,2009,302,29,44
37121.0,22,4,4,12,2005,350,16,50
34906.0,14,1,2,5,2014,133,13,20
41820.0,13,4,3,7,2011,196,15,28
26053.0,5,5,3,8,2012,231,18,33
30917.0,10,3,2,5,2003,135,15,20
30419.0,20,5,1,3,2016,79,19,11
34914.0,11,2,4,11,2013,331,27,48
24227.0,2,3,2,6,2004,155,3,23
27921.0,23,2,4,12,2015,357,23,52
37788.0,9,2,3,8,2012,221,8,32
26843.0,15,6,2,5,2004,130,9,19
27328.0,22,3,4,12,2015,358,24,52
27027.0,3,6,3,8,2015,228,16,33
43848.0,13,6,2,6,2005,177,26,25
37086.0,8,2,4,12,2009,350,16,51
44836.0,16,3,2,5,2015,148,28,22
26214.0,0,6,2,4,2008,97,6,14
22055.0,4,4,3,9,2002,256,13,37
46169.0,16,1,3,8,2004,223,10,33
28853.0,22,6,1,2,2018,42,11,6
38500.0,9,0,1,2,2012,44,13,7
30348.0,5,0,3,7,2007,197,16,29
28487.0,0,2,3,8,2011,243,31,35
35564.0,22,6,3,8,2015,235,23,34
